text,entities_extracted,organization,exam_name,vacancies
"Notification: SBI Specialist Officer (IT) Recruitment 2026
Issued by: Bhabha Atomic Research Centre
Total posts to be filled: 75
Post name: Agniveer (Technical)
Required qualification: B.Sc. Nursing from recognized institute
Age criteria: 20-30 years
Exam fee: ₹200
Pay after selection: Level-7: ₹44,900-1,42,400
Important dates - 
  Apply from: 06 December 2026
  Apply till: 09 December 2027
  Exam on: 05 August 2027
Experience criteria: 5 years of experience in relevant field","VACANCY_COUNT:75; POST_NAME:Agniveer (Technical); QUALIFICATION:B.Sc. Nursing from recognized institute; AGE_LIMIT:20-30 years; APPLICATION_FEE:₹200; PAY_SCALE:Level-7: ₹44,900-1,42,400; START_DATE:06 December 2026; LAST_DATE:09 December 2027; EXAM_DATE:05 August 2027; EXPERIENCE:5 years of experience in relevant field",BARC,SBI Specialist Officer (IT) Recruitment 2026,75
"HAL Recruitment 2024 - Data Entry Operator

The Hindustan Aeronautics Limited has announced 15 vacancies.
Eligible candidates having Diploma in Engineering (Computer/IT/Electronics/Electrical) can apply.
Candidates age should not exceed 23-35 years.
Pay: Pay Band-2: ₹9,300-34,800 + Grade Pay ₹4,200
Fee: ₹750
Apply from: 5 April, 2026
Apply before: 8-Aug-2026
Exam: 12 March, 2027
Experience required: 1 years of experience in relevant field","ORGANIZATION:HAL; POST_NAME:Data Entry Operator; VACANCY_COUNT:15; QUALIFICATION:Diploma in Engineering (Computer/IT/Electronics/Electrical); AGE_LIMIT:23-35 years; PAY_SCALE:Pay Band-2: ₹9,300-34,800 + Grade Pay ₹4,200; APPLICATION_FEE:₹750; START_DATE:5 April, 2026; LAST_DATE:8-Aug-2026; EXAM_DATE:12 March, 2027; EXPERIENCE:1 years of experience in relevant field",HAL,Multi Tasking Staff (MTS) Examination 2026,15
"Telangana PUBLIC SERVICE COMMISSION
NOTIFICATION NO. 14/2024

The Telangana Public Service Commission (TSPSC) invites applications for recruitment to the post of Junior Accountant.

Total Vacancies: 10 posts
Educational Qualification: Intermediate (10+2) with typing speed 35 WPM
Age: 21-35 years as on 01/07/2026
Fee: ₹2000
Pay Scale: Level-11: ₹67,700-2,08,700
Registration Start: 23-Dec-2026
Last Date to Apply: 02-04-2026
Preliminary Exam Date: 7 March, 2026
Experience: 5 years of experience in relevant field
Selection: Prelims + Mains + Interview","ORGANIZATION:TSPSC; POST_NAME:Junior Accountant; VACANCY_COUNT:10; QUALIFICATION:Intermediate (10+2) with typing speed 35 WPM; AGE_LIMIT:21-35 years; APPLICATION_FEE:₹2000; PAY_SCALE:Level-11: ₹67,700-2,08,700; START_DATE:23-Dec-2026; LAST_DATE:02-04-2026; EXAM_DATE:7 March, 2026; EXPERIENCE:5 years of experience in relevant field",TSPSC,AAI Junior Executive Recruitment 2026,10
"Notification: RRB JE Recruitment 2026
Issued by: All India Institute of Medical Sciences
Total posts to be filled: 20
Post name: Technical Officer
Required qualification: MBBS from recognized medical college
Age criteria: 18-35 years
Exam fee: ₹200
Pay after selection: Level-11: ₹67,700-2,08,700
Important dates - 
  Apply from: 8-Jul-2026
  Apply till: 17-Oct-2026
  Exam on: 10 October, 2026
Experience criteria: 1 years of experience in relevant field","VACANCY_COUNT:20; POST_NAME:Technical Officer; QUALIFICATION:MBBS from recognized medical college; AGE_LIMIT:18-35 years; APPLICATION_FEE:₹200; PAY_SCALE:Level-11: ₹67,700-2,08,700; START_DATE:8-Jul-2026; LAST_DATE:17-Oct-2026; EXAM_DATE:10 October, 2026; EXPERIENCE:1 years of experience in relevant field",AIIMS,RRB JE Recruitment 2026,20
"Institute of Banking Personnel Selection (IBPS) has released notification for Indian Navy Agniveer SSR/MR 2026. Total number of vacancies: 1000 posts for the post of Clerk. Educational Qualification: Bachelor Degree in any discipline from recognized university. Age Limit: 18-27 years as on last date of application (relaxation for reserved categories as per govt rules). Application Fee: ₹2000 for General/OBC candidates (SC/ST/PH candidates are exempted). Pay Scale: Level-10: ₹56,100-1,77,500. Application Start Date: 20-08-2026. Last Date to Apply: 02-11-2027. Date of Examination: 8 June, 2026. Experience: 5 years of experience in relevant field.","ORGANIZATION:IBPS; VACANCY_COUNT:1000; POST_NAME:Clerk; QUALIFICATION:Bachelor Degree in any discipline from recognized university; AGE_LIMIT:18-27 years; APPLICATION_FEE:₹2000; PAY_SCALE:Level-10: ₹56,100-1,77,500; START_DATE:20-08-2026; LAST_DATE:02-11-2027; EXAM_DATE:8 June, 2026; EXPERIENCE:5 years of experience in relevant field",IBPS,Indian Navy Agniveer SSR/MR 2026,1000
"Council of Scientific & Industrial Research
RECRUITMENT OF JUNIOR ACCOUNTANT - 2026

CSIR invites applications from eligible Indian Citizens for appointment of Junior Accountant in various branches/offices across India.

Vacancies: 30 (including backlog)
Category-wise: UR-12, OBC-8, SC-4, ST-2, EWS-3

Eligibility: ITI in relevant trade with NCVT certificate
Age on cutoff date: 19.5-25 years
Fee: ₹1000 + GST for General/OBC, Nil for SC/ST/PwBD
CTC: Level-2: ₹19,900-63,200 approximately
Online application: 25.07.2026 to 19-Nov-2027
Online exam: 26-Aug-2026
Experience: Freshers eligible","ORGANIZATION:CSIR; POST_NAME:Junior Accountant; VACANCY_COUNT:30; QUALIFICATION:ITI in relevant trade with NCVT certificate; AGE_LIMIT:19.5-25 years; APPLICATION_FEE:₹1000; PAY_SCALE:Level-2: ₹19,900-63,200; START_DATE:25.07.2026; LAST_DATE:19-Nov-2027; EXAM_DATE:26-Aug-2026; EXPERIENCE:Freshers eligible",CSIR,LIC ADO Recruitment 2026,30
"Notification: CDAC Research Engineer Walk-in 2026
Issued by: National Testing Agency
Total posts to be filled: 25
Post name: Scientist C
Required qualification: Post Graduate Degree in relevant subject with UGC NET
Age criteria: 19.5-25 years
Exam fee: ₹600
Pay after selection: Level-3: ₹21,700-69,100
Important dates - 
  Apply from: 11 December 2026
  Apply till: 11/11/2027
  Exam on: 20 February, 2027
Experience criteria: 5 years of experience in relevant field","VACANCY_COUNT:25; POST_NAME:Scientist C; QUALIFICATION:Post Graduate Degree in relevant subject with UGC NET; AGE_LIMIT:19.5-25 years; APPLICATION_FEE:₹600; PAY_SCALE:Level-3: ₹21,700-69,100; START_DATE:11 December 2026; LAST_DATE:11/11/2027; EXAM_DATE:20 February, 2027; EXPERIENCE:5 years of experience in relevant field",NTA,CDAC Research Engineer Walk-in 2026,25
"RECRUITMENT NOTIFICATION
Advertisement No. 14/2025
Organization: Reserve Bank of India
Name of Post: Primary Teacher (PRT)
No. of Vacancies: 150
Qualification Required: Degree in Engineering with 2 years experience
Maximum Age: 21-30 years
Fee: ₹1500
Salary/Pay: ₹44,900-₹1,42,400 (7th CPC)
Opening Date: 16-10-2026
Closing Date: 15 April, 2027
Exam Date: 21-09-2027
Work Experience: 5 years of experience in relevant field","POST_NAME:Primary Teacher (PRT); VACANCY_COUNT:150; QUALIFICATION:Degree in Engineering with 2 years experience; AGE_LIMIT:21-30 years; APPLICATION_FEE:₹1500; PAY_SCALE:₹44,900-₹1,42,400 (7th CPC); START_DATE:16-10-2026; LAST_DATE:15 April, 2027; EXAM_DATE:21-09-2027; EXPERIENCE:5 years of experience in relevant field",RBI,SBI Specialist Officer (IT) Recruitment 2026,150
"Applications are invited for 300 positions of Forest Range Officer in Electronics Corporation of India Limited (ECIL). Essential qualification is B.Com/M.Com with CA/ICWA qualification. Upper age limit is 21-32 years as on closing date. Selection will be through written examination. Examination fee: ₹200. Remuneration: ₹44,900-₹1,42,400 (7th CPC). Online registration opens: 5-Mar-2026. Last date for submission: 21.01.2026. Written test date: 16 December, 2027. Desired experience: 2 years of experience in relevant field.","VACANCY_COUNT:300; POST_NAME:Forest Range Officer; ORGANIZATION:ECIL; QUALIFICATION:B.Com/M.Com with CA/ICWA qualification; AGE_LIMIT:21-32 years; APPLICATION_FEE:₹200; PAY_SCALE:₹44,900-₹1,42,400 (7th CPC); START_DATE:5-Mar-2026; LAST_DATE:21.01.2026; EXAM_DATE:16 December, 2027; EXPERIENCE:2 years of experience in relevant field",ECIL,Engineering Services Examination (ESE) 2026,300
"GOVERNMENT OF INDIA
Union Public Service Commission
EMPLOYMENT NOTIFICATION NO. 8/2025

UPSC proposes to fill up 1500 vacancies of Graduate Engineer Trainee (GET) on direct recruitment basis.

1. ELIGIBILITY CRITERIA:
   (a) Educational Qualification: Degree in Engineering with 2 years experience
   (b) Age Limit: 18-27 years (Relaxation applicable as per Central Government Rules)
   (c) Experience: Freshers can apply

2. PAY AND ALLOWANCES:
   Level-5: ₹29,200-92,300 plus DA, HRA, and other allowances as per Central Government Rules.

3. APPLICATION FEE:
   ₹200 (SC/ST/Women/PwBD candidates exempted)

4. IMPORTANT DATES:
   Start Date of Online Application: 9nd June 2026
   Last Date of Online Application: 24 March, 2026
   Tentative Date of CBT/Examination: 21th November 2027","ORGANIZATION:UPSC; VACANCY_COUNT:1500; POST_NAME:Graduate Engineer Trainee (GET); QUALIFICATION:Degree in Engineering with 2 years experience; AGE_LIMIT:18-27 years; EXPERIENCE:Freshers can apply; PAY_SCALE:Level-5: ₹29,200-92,300; APPLICATION_FEE:₹200; START_DATE:9nd June 2026; LAST_DATE:24 March, 2026; EXAM_DATE:21th November 2027",UPSC,DMRC Junior Engineer Recruitment 2026,1500
"GOVERNMENT OF INDIA
Indian Space Research Organisation
EMPLOYMENT NOTIFICATION NO. 2/2026

ISRO proposes to fill up 250 vacancies of Agniveer (Technical) on direct recruitment basis.

1. ELIGIBILITY CRITERIA:
   (a) Educational Qualification: B.E./B.Tech in any engineering discipline with valid GATE score
   (b) Age Limit: 18-25 years (Relaxation applicable as per Central Government Rules)
   (c) Experience: Freshers can apply

2. PAY AND ALLOWANCES:
   ₹35,000-₹40,000 per month plus DA, HRA, and other allowances as per Central Government Rules.

3. APPLICATION FEE:
   ₹750 (SC/ST/Women/PwBD candidates exempted)

4. IMPORTANT DATES:
   Start Date of Online Application: 21-04-2026
   Last Date of Online Application: 22 November, 2027
   Tentative Date of CBT/Examination: 22-Aug-2027","ORGANIZATION:ISRO; VACANCY_COUNT:250; POST_NAME:Agniveer (Technical); QUALIFICATION:B.E./B.Tech in any engineering discipline with valid GATE score; AGE_LIMIT:18-25 years; EXPERIENCE:Freshers can apply; PAY_SCALE:₹35,000-₹40,000 per month; APPLICATION_FEE:₹750; START_DATE:21-04-2026; LAST_DATE:22 November, 2027; EXAM_DATE:22-Aug-2027",ISRO,SAIL Management Trainee through GATE 2026,250
"SAIL Recruitment 2026 - Agniveer (General Duty)

The Steel Authority of India Limited has announced 1500 vacancies.
Eligible candidates having B.Tech/B.E. in Computer Science/IT/Electronics from recognized university can apply.
Candidates age should not exceed 18-30 years.
Pay: ₹25,000 consolidated per month
Fee: ₹100
Apply from: 19 September, 2026
Apply before: 11/09/2026
Exam: 22.02.2026
Experience required: 5 years of experience in relevant field","ORGANIZATION:SAIL; POST_NAME:Agniveer (General Duty); VACANCY_COUNT:1500; QUALIFICATION:B.Tech/B.E. in Computer Science/IT/Electronics from recognized university; AGE_LIMIT:18-30 years; PAY_SCALE:₹25,000 consolidated per month; APPLICATION_FEE:₹100; START_DATE:19 September, 2026; LAST_DATE:11/09/2026; EXAM_DATE:22.02.2026; EXPERIENCE:5 years of experience in relevant field",SAIL,AIIMS Nursing Officer Recruitment 2026,1500
"Notification: SAIL Management Trainee through GATE 2026
Issued by: National Thermal Power Corporation
Total posts to be filled: 150
Post name: Data Entry Operator
Required qualification: Any Degree with knowledge of Computer Applications
Age criteria: 20-30 years
Exam fee: Nil
Pay after selection: Level-11: ₹67,700-2,08,700
Important dates - 
  Apply from: 26-07-2026
  Apply till: 2st March 2026
  Exam on: 01-06-2027
Experience criteria: 5 years of experience in relevant field","VACANCY_COUNT:150; POST_NAME:Data Entry Operator; QUALIFICATION:Any Degree with knowledge of Computer Applications; AGE_LIMIT:20-30 years; APPLICATION_FEE:Nil; PAY_SCALE:Level-11: ₹67,700-2,08,700; START_DATE:26-07-2026; LAST_DATE:2st March 2026; EXAM_DATE:01-06-2027; EXPERIENCE:5 years of experience in relevant field",NTPC,SAIL Management Trainee through GATE 2026,150
"Notification: TSPSC Gurukula Teacher Recruitment 2026
Issued by: Bharat Electronics Limited
Total posts to be filled: 25
Post name: Sorting Assistant
Required qualification: Matriculation (10th pass) from recognized board
Age criteria: 17.5-21 years
Exam fee: ₹250
Pay after selection: Level-1: ₹18,000-56,900
Important dates - 
  Apply from: 05.04.2026
  Apply till: 1 November, 2026
  Exam on: 21-07-2027
Experience criteria: 1 years of experience in relevant field","VACANCY_COUNT:25; POST_NAME:Sorting Assistant; QUALIFICATION:Matriculation (10th pass) from recognized board; AGE_LIMIT:17.5-21 years; APPLICATION_FEE:₹250; PAY_SCALE:Level-1: ₹18,000-56,900; START_DATE:05.04.2026; LAST_DATE:1 November, 2026; EXAM_DATE:21-07-2027; EXPERIENCE:1 years of experience in relevant field",BEL,TSPSC Gurukula Teacher Recruitment 2026,25
"WALK-IN INTERVIEW / RECRUITMENT DRIVE
Staff Selection Commission (SSC)

Post: Graduate Engineer Trainee (GET)
Number of Posts: 15 nos.
Qualification: M.Tech in Computer Science/Information Technology
Age: Not exceeding 21-35 years
Consolidated Pay: Level-5: ₹29,200-92,300
No application fee required.
Registration Date: 25.08.2026
Walk-in Date: 24/01/2026
Experience: Freshers eligible","ORGANIZATION:SSC; POST_NAME:Graduate Engineer Trainee (GET); VACANCY_COUNT:15; QUALIFICATION:M.Tech in Computer Science/Information Technology; AGE_LIMIT:21-35 years; PAY_SCALE:Level-5: ₹29,200-92,300; START_DATE:25.08.2026; LAST_DATE:24/01/2026; EXPERIENCE:Freshers eligible",SSC,NIC Scientist B Recruitment 2026,15
"Staff Selection Commission (SSC) has released notification for SBI Specialist Officer (IT) Recruitment 2026. Total number of vacancies: 3000 posts for the post of Head Constable. Educational Qualification: M.Tech in Computer Science/Information Technology. Age Limit: 23-35 years as on last date of application (relaxation for reserved categories as per govt rules). Application Fee: ₹2000 for General/OBC candidates (SC/ST/PH candidates are exempted). Pay Scale: ₹35,000-₹40,000 per month. Application Start Date: 13 August, 2026. Last Date to Apply: 22.05.2026. Date of Examination: 17 February, 2026. Experience: 2 years of experience in relevant field.","ORGANIZATION:SSC; VACANCY_COUNT:3000; POST_NAME:Head Constable; QUALIFICATION:M.Tech in Computer Science/Information Technology; AGE_LIMIT:23-35 years; APPLICATION_FEE:₹2000; PAY_SCALE:₹35,000-₹40,000 per month; START_DATE:13 August, 2026; LAST_DATE:22.05.2026; EXAM_DATE:17 February, 2026; EXPERIENCE:2 years of experience in relevant field",SSC,SBI Specialist Officer (IT) Recruitment 2026,3000
"Notification: SBI Clerk Recruitment 2026
Issued by: Software Technology Parks of India
Total posts to be filled: 1500
Post name: Forest Range Officer
Required qualification: Post Graduate Degree in relevant subject with UGC NET
Age criteria: 21-30 years
Exam fee: ₹1500
Pay after selection: Level-6: ₹35,400-1,12,400
Important dates - 
  Apply from: 8 June, 2026
  Apply till: 15.07.2027
  Exam on: 26-Apr-2026
Experience criteria: Freshers can apply","VACANCY_COUNT:1500; POST_NAME:Forest Range Officer; QUALIFICATION:Post Graduate Degree in relevant subject with UGC NET; AGE_LIMIT:21-30 years; APPLICATION_FEE:₹1500; PAY_SCALE:Level-6: ₹35,400-1,12,400; START_DATE:8 June, 2026; LAST_DATE:15.07.2027; EXAM_DATE:26-Apr-2026; EXPERIENCE:Freshers can apply",STPI,SBI Clerk Recruitment 2026,1500
"Union Public Service Commission (UPSC) has released notification for Engineering Services Examination (ESE) 2026. Total number of vacancies: 2000 posts for the post of Executive Trainee. Educational Qualification: Bachelor Degree in any discipline from recognized university. Age Limit: 18-32 years as on last date of application (relaxation for reserved categories as per govt rules). Application Fee: ₹1500 for General/OBC candidates (SC/ST/PH candidates are exempted). Pay Scale: Pay Band-3: ₹15,600-39,100 + Grade Pay ₹5,400. Application Start Date: 05.01.2026. Last Date to Apply: 1st January 2027. Date of Examination: 14 May, 2027. Experience: 1 years of experience in relevant field.","ORGANIZATION:UPSC; VACANCY_COUNT:2000; POST_NAME:Executive Trainee; QUALIFICATION:Bachelor Degree in any discipline from recognized university; AGE_LIMIT:18-32 years; APPLICATION_FEE:₹1500; PAY_SCALE:Pay Band-3: ₹15,600-39,100 + Grade Pay ₹5,400; START_DATE:05.01.2026; LAST_DATE:1st January 2027; EXAM_DATE:14 May, 2027; EXPERIENCE:1 years of experience in relevant field",UPSC,Engineering Services Examination (ESE) 2026,2000
